policy,n,median_position_error_m,median_position_error_ci95_lo,median_position_error_ci95_hi,p90_position_error_m,median_velocity_error_mps,p90_velocity_error_mps,median_used_measurements,median_rejected_measurements
HIGHEST_SNR,300,25.773354908243864,22.523689383210694,28.013951865855567,67.08440310358634,0.745549146421625,1.693448285367057,46.0,0.0
METROLOGY_CONDITIONED_EIG,300,19.169053458182137,16.933937676293183,21.806888955725675,45.529288190247044,0.5716710234369451,1.3695716761304524,46.0,0.0
NO_PASSIVE,300,351.4956768129888,327.21061407307144,396.41855760460146,640.5184014767387,1.746037560666358,3.1646841301244595,0.0,0.0
RANDOM,300,21.787277266563702,18.93946237872038,23.8313420470809,57.37806198882681,0.6136329028094643,1.4545344165914251,46.0,0.0
SHORTEST_PULSE,300,19.5309090236354,17.400115270739796,22.194027382065578,46.25786346313625,0.5927077567280482,1.3663284434313256,46.0,0.0
