policy,seed,position_error_final_m,velocity_error_final_mps,position_sigma_final_m,used_measurements,rejected_measurements,assoc_bad_accepted,outlier_accepted,eligible_measurements,scenario_id,n_donors,clutter_db,rcs,donor_sigma
HIGHEST_SNR,308016,134.7524430660293,2.3902430961314454,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308016,134.7524430660293,2.3902430961314454,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308016,134.7524430660293,2.3902430961314454,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308017,646.9381428208709,3.0439944322177728,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308017,646.9381428208709,3.0439944322177728,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308017,646.9381428208709,3.0439944322177728,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308017,646.9381428208709,3.0439944322177728,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308017,646.9381428208709,3.0439944322177728,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308018,353.5552050624759,1.519418020285357,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308018,353.5552050624759,1.519418020285357,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308018,353.5552050624759,1.519418020285357,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308018,353.5552050624759,1.519418020285357,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308018,353.5552050624759,1.519418020285357,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308019,337.5121487959997,2.0087009414225907,445.27907653515393,0,0,0,0,1,8,4,15,10,100
RANDOM,308019,298.334210734383,2.225819635040034,316.2214952968403,1,0,0,0,1,8,4,15,10,100
HIGHEST_SNR,308019,298.334210734383,2.225819635040034,316.2214952968403,1,0,0,0,1,8,4,15,10,100
SHORTEST_PULSE,308019,298.334210734383,2.225819635040034,316.2214952968403,1,0,0,0,1,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308019,298.334210734383,2.225819635040034,316.2214952968403,1,0,0,0,1,8,4,15,10,100
NO_PASSIVE,308020,284.83764512573214,0.7285283262520744,445.27907653515393,0,0,0,0,22,8,4,15,10,100
RANDOM,308020,258.2723650536479,1.7081350978720322,274.0415070633786,21,1,0,0,22,8,4,15,10,100
HIGHEST_SNR,308020,258.2723650536479,1.7081350978720322,274.0415070633786,21,1,0,0,22,8,4,15,10,100
SHORTEST_PULSE,308020,258.2723650536479,1.7081350978720322,274.0415070633786,21,1,0,0,22,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308020,258.2723650536479,1.7081350978720322,274.0415070633786,21,1,0,0,22,8,4,15,10,100
NO_PASSIVE,308021,841.9062467971474,3.257886991235016,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308021,841.9062467971474,3.257886991235016,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308021,841.9062467971474,3.257886991235016,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308021,841.9062467971474,3.257886991235016,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308021,841.9062467971474,3.257886991235016,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308022,105.70298264632652,3.024320497204013,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308022,105.70298264632652,3.024320497204013,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308022,105.70298264632652,3.024320497204013,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308022,105.70298264632652,3.024320497204013,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308022,105.70298264632652,3.024320497204013,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308023,144.92736947149635,2.6803322565855163,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308023,144.92736947149635,2.6803322565855163,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308023,144.92736947149635,2.6803322565855163,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308023,144.92736947149635,2.6803322565855163,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308023,144.92736947149635,2.6803322565855163,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308024,878.3103370289485,4.038960886484859,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308024,878.3103370289485,4.038960886484859,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308024,878.3103370289485,4.038960886484859,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308024,878.3103370289485,4.038960886484859,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308024,878.3103370289485,4.038960886484859,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308025,110.11338992364612,2.262766092694203,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308025,110.11338992364612,2.262766092694203,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308025,110.11338992364612,2.262766092694203,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308025,110.11338992364612,2.262766092694203,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308025,110.11338992364612,2.262766092694203,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308026,214.1054174490993,2.2892669119518887,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308026,214.1054174490993,2.2892669119518887,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308026,214.1054174490993,2.2892669119518887,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308026,214.1054174490993,2.2892669119518887,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308026,214.1054174490993,2.2892669119518887,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308027,404.97048683343024,0.746609564284012,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308027,404.97048683343024,0.746609564284012,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308027,404.97048683343024,0.746609564284012,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308027,404.97048683343024,0.746609564284012,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308027,404.97048683343024,0.746609564284012,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,308028,289.21487403310607,0.31399782240590374,445.27907653515393,0,0,0,0,5,8,4,15,10,100
RANDOM,308028,52.223507600431816,0.26472640583765367,132.77936498745302,5,0,0,0,5,8,4,15,10,100
HIGHEST_SNR,308028,52.223507600431816,0.26472640583765367,132.77936498745302,5,0,0,0,5,8,4,15,10,100
SHORTEST_PULSE,308028,52.223507600431816,0.26472640583765367,132.77936498745302,5,0,0,0,5,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308028,52.223507600431816,0.26472640583765367,132.77936498745302,5,0,0,0,5,8,4,15,10,100
NO_PASSIVE,308029,588.5410740983428,2.2832356080877303,445.27907653515393,0,0,0,0,0,8,4,15,10,100
RANDOM,308029,588.5410740983428,2.2832356080877303,445.27907653515393,0,0,0,0,0,8,4,15,10,100
HIGHEST_SNR,308029,588.5410740983428,2.2832356080877303,445.27907653515393,0,0,0,0,0,8,4,15,10,100
SHORTEST_PULSE,308029,588.5410740983428,2.2832356080877303,445.27907653515393,0,0,0,0,0,8,4,15,10,100
METROLOGY_CONDITIONED_EIG,308029,588.5410740983428,2.2832356080877303,445.27907653515393,0,0,0,0,0,8,4,15,10,100
NO_PASSIVE,309000,134.3248365021921,2.640442940729793,445.27907653515393,0,0,0,0,10,9,4,15,100,30
RANDOM,309000,68.71600494974605,1.508596421351489,82.31213082181365,10,0,0,0,10,9,4,15,100,30
HIGHEST_SNR,309000,68.71600494974605,1.508596421351489,82.31213082181365,10,0,0,0,10,9,4,15,100,30
SHORTEST_PULSE,309000,68.71600494974605,1.508596421351489,82.31213082181365,10,0,0,0,10,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309000,68.71600494974605,1.508596421351489,82.31213082181365,10,0,0,0,10,9,4,15,100,30
NO_PASSIVE,309001,250.7704393696912,2.4414443611118806,445.27907653515393,0,0,0,0,33,9,4,15,100,30
RANDOM,309001,14.85573104973025,2.2617216180933433,50.859658454964595,30,2,0,0,33,9,4,15,100,30
HIGHEST_SNR,309001,61.30656572876349,2.34521537106947,179.5470892384005,30,2,0,0,33,9,4,15,100,30
SHORTEST_PULSE,309001,61.30656572876349,2.34521537106947,179.5470892384005,30,2,0,0,33,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309001,14.85573104973025,2.2617216180933433,50.859658454964595,30,2,0,0,33,9,4,15,100,30
NO_PASSIVE,309002,395.24700467653156,1.8503365030203967,445.27907653515393,0,0,0,0,20,9,4,15,100,30
RANDOM,309002,331.17426676076025,2.1109724892898485,315.806332915826,20,0,0,0,20,9,4,15,100,30
HIGHEST_SNR,309002,331.17426676076025,2.1109724892898485,315.806332915826,20,0,0,0,20,9,4,15,100,30
SHORTEST_PULSE,309002,331.17426676076025,2.1109724892898485,315.806332915826,20,0,0,0,20,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309002,331.17426676076025,2.1109724892898485,315.806332915826,20,0,0,0,20,9,4,15,100,30
NO_PASSIVE,309003,639.136524899209,1.655628157094985,445.27907653515393,0,0,0,0,24,9,4,15,100,30
RANDOM,309003,22.173814305839706,0.408848193273224,75.58319151958473,24,0,0,0,24,9,4,15,100,30
HIGHEST_SNR,309003,22.173814305839706,0.408848193273224,75.58319151958473,24,0,0,0,24,9,4,15,100,30
SHORTEST_PULSE,309003,22.173814305839706,0.408848193273224,75.58319151958473,24,0,0,0,24,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309003,22.173814305839706,0.408848193273224,75.58319151958473,24,0,0,0,24,9,4,15,100,30
NO_PASSIVE,309004,596.9032233332211,2.3122330392768533,445.27907653515393,0,0,0,0,5,9,4,15,100,30
RANDOM,309004,88.32867574776337,2.1790002507826887,112.71260724565978,4,0,0,0,5,9,4,15,100,30
HIGHEST_SNR,309004,30.815174404748834,1.1512262795559336,106.67534232367515,4,0,0,0,5,9,4,15,100,30
SHORTEST_PULSE,309004,88.32867574776337,2.1790002507826887,112.71260724565978,4,0,0,0,5,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309004,30.815174404748834,1.1512262795559336,106.67534232367515,4,0,0,0,5,9,4,15,100,30
NO_PASSIVE,309005,345.75209338493926,0.4796336832045305,445.27907653515393,0,0,0,0,23,9,4,15,100,30
RANDOM,309005,242.91553594157958,0.3265993368331669,313.94256538238693,23,0,0,0,23,9,4,15,100,30
HIGHEST_SNR,309005,242.91553594157958,0.3265993368331669,313.94256538238693,23,0,0,0,23,9,4,15,100,30
SHORTEST_PULSE,309005,242.91553594157958,0.3265993368331669,313.94256538238693,23,0,0,0,23,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309005,242.91553594157958,0.3265993368331669,313.94256538238693,23,0,0,0,23,9,4,15,100,30
NO_PASSIVE,309006,114.69802755362291,0.8431014664662133,445.27907653515393,0,0,0,0,24,9,4,15,100,30
RANDOM,309006,43.27289792205477,1.6288466356022413,144.81903558022515,24,0,0,0,24,9,4,15,100,30
HIGHEST_SNR,309006,43.27289792205477,1.6288466356022413,144.81903558022515,24,0,0,0,24,9,4,15,100,30
SHORTEST_PULSE,309006,43.27289792205477,1.6288466356022413,144.81903558022515,24,0,0,0,24,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309006,43.27289792205477,1.6288466356022413,144.81903558022515,24,0,0,0,24,9,4,15,100,30
NO_PASSIVE,309007,290.7320898296434,3.0853677140789277,445.27907653515393,0,0,0,0,24,9,4,15,100,30
RANDOM,309007,159.02938443309316,2.83355872348859,300.28355554805177,24,0,0,0,24,9,4,15,100,30
HIGHEST_SNR,309007,159.02938443309316,2.83355872348859,300.28355554805177,24,0,0,0,24,9,4,15,100,30
SHORTEST_PULSE,309007,159.02938443309316,2.83355872348859,300.28355554805177,24,0,0,0,24,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309007,159.02938443309316,2.83355872348859,300.28355554805177,24,0,0,0,24,9,4,15,100,30
NO_PASSIVE,309008,653.9533004307201,3.164039902061718,445.27907653515393,0,0,0,0,21,9,4,15,100,30
RANDOM,309008,39.491372319871076,3.715603478163862,179.2754962443799,21,0,0,0,21,9,4,15,100,30
HIGHEST_SNR,309008,39.491372319871076,3.715603478163862,179.2754962443799,21,0,0,0,21,9,4,15,100,30
SHORTEST_PULSE,309008,39.491372319871076,3.715603478163862,179.2754962443799,21,0,0,0,21,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309008,39.491372319871076,3.715603478163862,179.2754962443799,21,0,0,0,21,9,4,15,100,30
NO_PASSIVE,309009,645.4560366543373,1.624595372139014,445.27907653515393,0,0,0,0,1,9,4,15,100,30
RANDOM,309009,636.2506475043378,1.4831195549372078,336.85551153730313,1,0,0,0,1,9,4,15,100,30
HIGHEST_SNR,309009,636.2506475043378,1.4831195549372078,336.85551153730313,1,0,0,0,1,9,4,15,100,30
SHORTEST_PULSE,309009,636.2506475043378,1.4831195549372078,336.85551153730313,1,0,0,0,1,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309009,636.2506475043378,1.4831195549372078,336.85551153730313,1,0,0,0,1,9,4,15,100,30
NO_PASSIVE,309010,166.3763815301873,2.7408788973011586,445.27907653515393,0,0,0,0,1,9,4,15,100,30
RANDOM,309010,168.27345661437707,2.764239444166743,318.6478033628155,1,0,0,0,1,9,4,15,100,30
HIGHEST_SNR,309010,168.27345661437707,2.764239444166743,318.6478033628155,1,0,0,0,1,9,4,15,100,30
SHORTEST_PULSE,309010,168.27345661437707,2.764239444166743,318.6478033628155,1,0,0,0,1,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309010,168.27345661437707,2.764239444166743,318.6478033628155,1,0,0,0,1,9,4,15,100,30
NO_PASSIVE,309011,219.53934241398863,0.10228495217139542,445.27907653515393,0,0,0,0,18,9,4,15,100,30
RANDOM,309011,40.41010127849554,0.7449114380806832,42.94013439309776,18,0,0,0,18,9,4,15,100,30
HIGHEST_SNR,309011,40.41010127849554,0.7449114380806832,42.94013439309776,18,0,0,0,18,9,4,15,100,30
SHORTEST_PULSE,309011,40.41010127849554,0.7449114380806832,42.94013439309776,18,0,0,0,18,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309011,40.41010127849554,0.7449114380806832,42.94013439309776,18,0,0,0,18,9,4,15,100,30
NO_PASSIVE,309012,473.5320419559433,1.9974115435714794,445.27907653515393,0,0,0,0,10,9,4,15,100,30
RANDOM,309012,376.0792345111325,1.8515981416919396,249.63719662255167,10,0,0,0,10,9,4,15,100,30
HIGHEST_SNR,309012,376.0792345111325,1.8515981416919396,249.63719662255167,10,0,0,0,10,9,4,15,100,30
SHORTEST_PULSE,309012,376.0792345111325,1.8515981416919396,249.63719662255167,10,0,0,0,10,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309012,376.0792345111325,1.8515981416919396,249.63719662255167,10,0,0,0,10,9,4,15,100,30
NO_PASSIVE,309013,205.3501789524417,3.1043286114698434,445.27907653515393,0,0,0,0,10,9,4,15,100,30
RANDOM,309013,189.349878396849,0.6485297130223375,140.64521905907876,10,0,0,0,10,9,4,15,100,30
HIGHEST_SNR,309013,189.349878396849,0.6485297130223375,140.64521905907876,10,0,0,0,10,9,4,15,100,30
SHORTEST_PULSE,309013,189.349878396849,0.6485297130223375,140.64521905907876,10,0,0,0,10,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309013,189.349878396849,0.6485297130223375,140.64521905907876,10,0,0,0,10,9,4,15,100,30
NO_PASSIVE,309014,41.38308859938777,3.3417590399371053,445.27907653515393,0,0,0,0,3,9,4,15,100,30
RANDOM,309014,32.40585705560559,3.348498189437503,322.01783453001343,3,0,0,0,3,9,4,15,100,30
HIGHEST_SNR,309014,32.40585705560559,3.348498189437503,322.01783453001343,3,0,0,0,3,9,4,15,100,30
SHORTEST_PULSE,309014,32.40585705560559,3.348498189437503,322.01783453001343,3,0,0,0,3,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309014,32.40585705560559,3.348498189437503,322.01783453001343,3,0,0,0,3,9,4,15,100,30
NO_PASSIVE,309015,128.4399068884787,1.2770356748586469,445.27907653515393,0,0,0,0,20,9,4,15,100,30
RANDOM,309015,80.21811865529725,1.1425240933676495,314.4223653856237,20,0,0,0,20,9,4,15,100,30
HIGHEST_SNR,309015,80.21811865529725,1.1425240933676495,314.4223653856237,20,0,0,0,20,9,4,15,100,30
SHORTEST_PULSE,309015,80.21811865529725,1.1425240933676495,314.4223653856237,20,0,0,0,20,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309015,80.21811865529725,1.1425240933676495,314.4223653856237,20,0,0,0,20,9,4,15,100,30
NO_PASSIVE,309016,278.45826101076995,1.1691019191724226,445.27907653515393,0,0,0,0,8,9,4,15,100,30
RANDOM,309016,224.9591731454331,1.0419348694377033,314.6994410165003,8,0,0,0,8,9,4,15,100,30
HIGHEST_SNR,309016,224.9591731454331,1.0419348694377033,314.6994410165003,8,0,0,0,8,9,4,15,100,30
SHORTEST_PULSE,309016,224.9591731454331,1.0419348694377033,314.6994410165003,8,0,0,0,8,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309016,224.9591731454331,1.0419348694377033,314.6994410165003,8,0,0,0,8,9,4,15,100,30
NO_PASSIVE,309017,504.2185251761812,0.499815539223855,445.27907653515393,0,0,0,0,13,9,4,15,100,30
RANDOM,309017,324.97561342119025,0.15939913577192005,315.04433380251356,13,0,0,0,13,9,4,15,100,30
HIGHEST_SNR,309017,324.97561342119025,0.15939913577192005,315.04433380251356,13,0,0,0,13,9,4,15,100,30
SHORTEST_PULSE,309017,324.97561342119025,0.15939913577192005,315.04433380251356,13,0,0,0,13,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309017,324.97561342119025,0.15939913577192005,315.04433380251356,13,0,0,0,13,9,4,15,100,30
NO_PASSIVE,309018,24.91773681231748,1.8793354898483223,445.27907653515393,0,0,0,0,23,9,4,15,100,30
RANDOM,309018,103.36784112976267,0.6123845220288522,314.18228695679403,23,0,0,0,23,9,4,15,100,30
HIGHEST_SNR,309018,103.36784112976267,0.6123845220288522,314.18228695679403,23,0,0,0,23,9,4,15,100,30
SHORTEST_PULSE,309018,103.36784112976267,0.6123845220288522,314.18228695679403,23,0,0,0,23,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309018,103.36784112976267,0.6123845220288522,314.18228695679403,23,0,0,0,23,9,4,15,100,30
NO_PASSIVE,309019,269.0878848330206,2.7686557626977937,445.27907653515393,0,0,0,0,3,9,4,15,100,30
RANDOM,309019,74.21275374072454,2.5394397365759347,317.2346914239044,3,0,0,0,3,9,4,15,100,30
HIGHEST_SNR,309019,74.21275374072454,2.5394397365759347,317.2346914239044,3,0,0,0,3,9,4,15,100,30
SHORTEST_PULSE,309019,74.21275374072454,2.5394397365759347,317.2346914239044,3,0,0,0,3,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309019,74.21275374072454,2.5394397365759347,317.2346914239044,3,0,0,0,3,9,4,15,100,30
NO_PASSIVE,309020,554.8901576190232,1.6502646614887853,445.27907653515393,0,0,0,0,0,9,4,15,100,30
RANDOM,309020,554.8901576190232,1.6502646614887853,445.27907653515393,0,0,0,0,0,9,4,15,100,30
HIGHEST_SNR,309020,554.8901576190232,1.6502646614887853,445.27907653515393,0,0,0,0,0,9,4,15,100,30
SHORTEST_PULSE,309020,554.8901576190232,1.6502646614887853,445.27907653515393,0,0,0,0,0,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309020,554.8901576190232,1.6502646614887853,445.27907653515393,0,0,0,0,0,9,4,15,100,30
NO_PASSIVE,309021,493.5986530042621,0.2750460635806067,445.27907653515393,0,0,0,0,19,9,4,15,100,30
RANDOM,309021,35.66944103324833,1.6377205460578936,68.73015850077668,17,0,0,0,19,9,4,15,100,30
HIGHEST_SNR,309021,46.76511795513205,1.8287462608214804,69.08463822444152,17,0,0,0,19,9,4,15,100,30
SHORTEST_PULSE,309021,35.66944103324833,1.6377205460578936,68.73015850077668,17,0,0,0,19,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309021,46.76511795513205,1.8287462608214804,69.08463822444152,17,0,0,0,19,9,4,15,100,30
NO_PASSIVE,309022,281.74687298657784,1.8211001292974056,445.27907653515393,0,0,0,0,21,9,4,15,100,30
RANDOM,309022,269.0604088430582,1.7439068361160457,302.3152969846709,21,0,0,0,21,9,4,15,100,30
HIGHEST_SNR,309022,269.0604088430582,1.7439068361160457,302.3152969846709,21,0,0,0,21,9,4,15,100,30
SHORTEST_PULSE,309022,269.0604088430582,1.7439068361160457,302.3152969846709,21,0,0,0,21,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309022,269.0604088430582,1.7439068361160457,302.3152969846709,21,0,0,0,21,9,4,15,100,30
NO_PASSIVE,309023,278.23343950239376,0.2991489873160887,445.27907653515393,0,0,0,0,14,9,4,15,100,30
RANDOM,309023,53.28678664085076,1.0093124525181625,70.56894785928175,14,0,0,0,14,9,4,15,100,30
HIGHEST_SNR,309023,53.28678664085076,1.0093124525181625,70.56894785928175,14,0,0,0,14,9,4,15,100,30
SHORTEST_PULSE,309023,53.28678664085076,1.0093124525181625,70.56894785928175,14,0,0,0,14,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309023,53.28678664085076,1.0093124525181625,70.56894785928175,14,0,0,0,14,9,4,15,100,30
NO_PASSIVE,309024,701.0915749085915,1.1383257114492122,445.27907653515393,0,0,0,0,2,9,4,15,100,30
RANDOM,309024,263.9841014328104,0.8523404659417855,324.32053193925714,2,0,0,0,2,9,4,15,100,30
HIGHEST_SNR,309024,263.9841014328104,0.8523404659417855,324.32053193925714,2,0,0,0,2,9,4,15,100,30
SHORTEST_PULSE,309024,263.9841014328104,0.8523404659417855,324.32053193925714,2,0,0,0,2,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309024,263.9841014328104,0.8523404659417855,324.32053193925714,2,0,0,0,2,9,4,15,100,30
NO_PASSIVE,309025,397.29308832601936,3.1532593338056714,445.27907653515393,0,0,0,0,26,9,4,15,100,30
RANDOM,309025,26.509229216142245,0.1482303483732394,45.037381634689496,25,0,0,0,26,9,4,15,100,30
HIGHEST_SNR,309025,26.509229216142245,0.1482303483732394,45.037381634689496,25,0,0,0,26,9,4,15,100,30
SHORTEST_PULSE,309025,26.509229216142245,0.1482303483732394,45.037381634689496,25,0,0,0,26,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309025,22.3956225297468,0.1484263539492051,44.746879224009746,25,0,0,0,26,9,4,15,100,30
NO_PASSIVE,309026,109.76741616465533,2.9510865669888444,445.27907653515393,0,0,0,0,2,9,4,15,100,30
RANDOM,309026,115.55293706706983,2.076968789389298,321.6029587653088,2,0,0,0,2,9,4,15,100,30
HIGHEST_SNR,309026,115.55293706706983,2.076968789389298,321.6029587653088,2,0,0,0,2,9,4,15,100,30
SHORTEST_PULSE,309026,115.55293706706983,2.076968789389298,321.6029587653088,2,0,0,0,2,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309026,115.55293706706983,2.076968789389298,321.6029587653088,2,0,0,0,2,9,4,15,100,30
NO_PASSIVE,309027,578.7754820910528,1.3129699513631314,445.27907653515393,0,0,0,0,6,9,4,15,100,30
RANDOM,309027,18.068495008644305,1.4324532569819908,81.77984476354304,6,0,0,0,6,9,4,15,100,30
HIGHEST_SNR,309027,18.068495008644305,1.4324532569819908,81.77984476354304,6,0,0,0,6,9,4,15,100,30
SHORTEST_PULSE,309027,18.068495008644305,1.4324532569819908,81.77984476354304,6,0,0,0,6,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309027,18.068495008644305,1.4324532569819908,81.77984476354304,6,0,0,0,6,9,4,15,100,30
NO_PASSIVE,309028,266.4128005420797,2.116678089813859,445.27907653515393,0,0,0,0,3,9,4,15,100,30
RANDOM,309028,36.60111577882088,2.049795467130501,230.61793260132688,3,0,0,0,3,9,4,15,100,30
HIGHEST_SNR,309028,36.60111577882088,2.049795467130501,230.61793260132688,3,0,0,0,3,9,4,15,100,30
SHORTEST_PULSE,309028,36.60111577882088,2.049795467130501,230.61793260132688,3,0,0,0,3,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309028,36.60111577882088,2.049795467130501,230.61793260132688,3,0,0,0,3,9,4,15,100,30
NO_PASSIVE,309029,517.0103350267549,0.858036731472245,445.27907653515393,0,0,0,0,1,9,4,15,100,30
RANDOM,309029,438.1650000684471,0.7986255173833381,323.78211008767323,1,0,0,0,1,9,4,15,100,30
HIGHEST_SNR,309029,438.1650000684471,0.7986255173833381,323.78211008767323,1,0,0,0,1,9,4,15,100,30
SHORTEST_PULSE,309029,438.1650000684471,0.7986255173833381,323.78211008767323,1,0,0,0,1,9,4,15,100,30
METROLOGY_CONDITIONED_EIG,309029,438.1650000684471,0.7986255173833381,323.78211008767323,1,0,0,0,1,9,4,15,100,30
NO_PASSIVE,310000,503.56679908557123,0.9276459838585511,445.27907653515393,0,0,0,0,50,10,4,15,100,100
RANDOM,310000,52.73207924565356,0.9591993634647591,86.47515929266527,36,0,0,0,50,10,4,15,100,100
HIGHEST_SNR,310000,74.88967639991613,0.7385148660530296,114.08383782924584,35,1,0,0,50,10,4,15,100,100
SHORTEST_PULSE,310000,22.47080093750692,0.9302902011776982,70.71680899394498,35,1,0,0,50,10,4,15,100,100
METROLOGY_CONDITIONED_EIG,310000,46.641338452098495,0.7071110641384948,70.7051231184807,36,0,0,0,50,10,4,15,100,100
NO_PASSIVE,310001,464.2119844455614,2.798076090081695,445.27907653515393,0,0,0,0,1,10,4,15,100,100
RANDOM,310001,117.6136972153461,2.5187237587266544,323.5856221808732,1,0,0,0,1,10,4,15,100,100
HIGHEST_SNR,310001,117.6136972153461,2.5187237587266544,323.5856221808732,1,0,0,0,1,10,4,15,100,100
SHORTEST_PULSE,310001,117.6136972153461,2.5187237587266544,323.5856221808732,1,0,0,0,1,10,4,15,100,100
METROLOGY_CONDITIONED_EIG,310001,117.6136972153461,2.5187237587266544,323.5856221808732,1,0,0,0,1,10,4,15,100,100
NO_PASSIVE,310002,324.3032360693065,3.2926424711515554,445.27907653515393,0,0,0,0,24,10,4,15,100,100
RANDOM,310002,39.54871085569122,1.3661034576038893,79.52375930193287,23,0,0,0,24,10,4,15,100,100
HIGHEST_SNR,310002,39.54871085569122,1.3661034576038893,79.52375930193287,23,0,0,0,24,10,4,15,100,100
SHORTEST_PULSE,310002,39.0351431020392,1.3324524653908552,79.44165673339707,23,0,0,0,24,10,4,15,100,100
METROLOGY_CONDITIONED_EIG,310002,39.54871085569122,1.3661034576038893,79.52375930193287,23,0,0,0,24,10,4,15,100,100
NO_PASSIVE,310003,572.18731191432,1.515025971926851,445.27907653515393,0,0,0,0,0,10,4,15,100,100
