policy,seed,position_error_final_m,velocity_error_final_mps,position_sigma_final_m,used_measurements,rejected_measurements,assoc_bad_accepted,outlier_accepted,eligible_measurements,scenario_id,n_donors,clutter_db,rcs,donor_sigma
NO_PASSIVE,301000,248.0070055500257,6.250315460305274,445.27907653515393,0,0,0,0,0,1,4,5,10,30
RANDOM,301000,248.0070055500257,6.250315460305274,445.27907653515393,0,0,0,0,0,1,4,5,10,30
HIGHEST_SNR,301000,248.0070055500257,6.250315460305274,445.27907653515393,0,0,0,0,0,1,4,5,10,30
SHORTEST_PULSE,301000,248.0070055500257,6.250315460305274,445.27907653515393,0,0,0,0,0,1,4,5,10,30
METROLOGY_CONDITIONED_EIG,301000,248.0070055500257,6.250315460305274,445.27907653515393,0,0,0,0,0,1,4,5,10,30
NO_PASSIVE,301001,438.916957411431,1.051461385048121,445.27907653515393,0,0,0,0,1,1,4,5,10,30
RANDOM,301001,330.45800994770525,0.9104872391096115,320.90573780459613,1,0,0,0,1,1,4,5,10,30
HIGHEST_SNR,301001,330.45800994770525,0.9104872391096115,320.90573780459613,1,0,0,0,1,1,4,5,10,30
SHORTEST_PULSE,301001,330.45800994770525,0.9104872391096115,320.90573780459613,1,0,0,0,1,1,4,5,10,30
METROLOGY_CONDITIONED_EIG,301001,330.45800994770525,0.9104872391096115,320.90573780459613,1,0,0,0,1,1,4,5,10,30
NO_PASSIVE,301002,411.79783709568795,1.8216252312479013,445.27907653515393,0,0,0,0,26,1,4,5,10,30
