policy,seed,position_error_final_m,velocity_error_final_mps,position_sigma_final_m,used_measurements,rejected_measurements,assoc_bad_accepted,outlier_accepted,eligible_measurements,scenario_id,n_donors,clutter_db,rcs,donor_sigma
NO_PASSIVE,302010,433.38102153357335,0.7789804714935015,445.27923823147125,0,0,0,0,2,2,4,5,10,100
RANDOM,302010,398.11166460654096,0.7252454933856892,326.48781643792375,2,0,0,0,2,2,4,5,10,100
HIGHEST_SNR,302010,398.11166460654096,0.7252454933856892,326.48781643792375,2,0,0,0,2,2,4,5,10,100
SHORTEST_PULSE,302010,398.11166460654096,0.7252454933856892,326.48781643792375,2,0,0,0,2,2,4,5,10,100
METROLOGY_CONDITIONED_EIG,302010,398.11166460654096,0.7252454933856892,326.48781643792375,2,0,0,0,2,2,4,5,10,100
NO_PASSIVE,302011,446.5901364728807,2.2550756736686677,445.27923823147125,0,0,0,0,3,2,4,5,10,100
RANDOM,302011,326.67702439503836,0.9159460814016567,318.10998154879775,3,0,0,0,3,2,4,5,10,100
HIGHEST_SNR,302011,326.67702439503836,0.9159460814016567,318.10998154879775,3,0,0,0,3,2,4,5,10,100
SHORTEST_PULSE,302011,326.67702439503836,0.9159460814016567,318.10998154879775,3,0,0,0,3,2,4,5,10,100
METROLOGY_CONDITIONED_EIG,302011,326.67702439503836,0.9159460814016567,318.10998154879775,3,0,0,0,3,2,4,5,10,100
NO_PASSIVE,302012,535.3731455878072,2.5364127615536884,445.27923823147125,0,0,0,0,1,2,4,5,10,100
RANDOM,302012,361.03787057076295,2.6881886240245394,319.05501557213427,1,0,0,0,1,2,4,5,10,100
HIGHEST_SNR,302012,361.03787057076295,2.6881886240245394,319.05501557213427,1,0,0,0,1,2,4,5,10,100
SHORTEST_PULSE,302012,361.03787057076295,2.6881886240245394,319.05501557213427,1,0,0,0,1,2,4,5,10,100
METROLOGY_CONDITIONED_EIG,302012,361.03787057076295,2.6881886240245394,319.05501557213427,1,0,0,0,1,2,4,5,10,100
NO_PASSIVE,302013,494.93199431139703,1.3050892536235594,445.27923823147125,0,0,0,0,16,2,4,5,10,100
RANDOM,302013,334.4866650207849,1.6899522256921173,313.4708149772218,16,0,0,0,16,2,4,5,10,100
HIGHEST_SNR,302013,334.4866650207849,1.6899522256921173,313.4708149772218,16,0,0,0,16,2,4,5,10,100
SHORTEST_PULSE,302013,334.4866650207849,1.6899522256921173,313.4708149772218,16,0,0,0,16,2,4,5,10,100
METROLOGY_CONDITIONED_EIG,302013,334.4866650207849,1.6899522256921173,313.4708149772218,16,0,0,0,16,2,4,5,10,100
NO_PASSIVE,302014,360.59114024411184,2.1374996068722596,445.27923823147125,0,0,0,0,2,2,4,5,10,100
RANDOM,302014,266.3115514315438,2.072241344233248,169.2398655724292,2,0,0,0,2,2,4,5,10,100
HIGHEST_SNR,302014,266.3115514315438,2.072241344233248,169.2398655724292,2,0,0,0,2,2,4,5,10,100
SHORTEST_PULSE,302014,266.3115514315438,2.072241344233248,169.2398655724292,2,0,0,0,2,2,4,5,10,100
METROLOGY_CONDITIONED_EIG,302014,266.3115514315438,2.072241344233248,169.2398655724292,2,0,0,0,2,2,4,5,10,100
