policy,seed,position_error_final_m,velocity_error_final_mps,position_sigma_final_m,used_measurements,rejected_measurements,assoc_bad_accepted,outlier_accepted,eligible_measurements,scenario_id,n_donors,clutter_db,rcs,donor_sigma
RANDOM,315015,246.5164524829424,2.5978088217089748,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315015,246.5164524829424,2.5978088217089748,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315015,246.5164524829424,2.5978088217089748,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315015,246.5164524829424,2.5978088217089748,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315016,307.71715158705183,2.0546080928650436,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315016,307.71715158705183,2.0546080928650436,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315016,307.71715158705183,2.0546080928650436,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315016,307.71715158705183,2.0546080928650436,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315016,307.71715158705183,2.0546080928650436,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315017,36.560916768393575,1.6784916780156574,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315017,36.560916768393575,1.6784916780156574,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315017,36.560916768393575,1.6784916780156574,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315017,36.560916768393575,1.6784916780156574,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315017,36.560916768393575,1.6784916780156574,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315018,299.6651267691129,1.8809664162669695,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315018,299.6651267691129,1.8809664162669695,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315018,299.6651267691129,1.8809664162669695,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315018,299.6651267691129,1.8809664162669695,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315018,299.6651267691129,1.8809664162669695,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315019,224.21717578470466,1.1839521701318099,445.27923823147125,0,0,0,0,23,15,4,25,100,30
RANDOM,315019,168.4921061788157,1.2668922512459038,293.627056434037,23,0,0,0,23,15,4,25,100,30
HIGHEST_SNR,315019,168.4921061788157,1.2668922512459038,293.627056434037,23,0,0,0,23,15,4,25,100,30
SHORTEST_PULSE,315019,168.4921061788157,1.2668922512459038,293.627056434037,23,0,0,0,23,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315019,168.4921061788157,1.2668922512459038,293.627056434037,23,0,0,0,23,15,4,25,100,30
NO_PASSIVE,315020,208.76361725492023,1.4267318819949095,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315020,208.76361725492023,1.4267318819949095,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315020,208.76361725492023,1.4267318819949095,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315020,208.76361725492023,1.4267318819949095,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315020,208.76361725492023,1.4267318819949095,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315021,579.8023986507867,1.1346263231776978,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315021,579.8023986507867,1.1346263231776978,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315021,579.8023986507867,1.1346263231776978,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315021,579.8023986507867,1.1346263231776978,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315021,579.8023986507867,1.1346263231776978,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315022,174.62963980919758,2.4362952226370247,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315022,174.62963980919758,2.4362952226370247,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315022,174.62963980919758,2.4362952226370247,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315022,174.62963980919758,2.4362952226370247,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315022,174.62963980919758,2.4362952226370247,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315023,486.00936773741154,1.2799285082210126,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315023,486.00936773741154,1.2799285082210126,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315023,486.00936773741154,1.2799285082210126,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315023,486.00936773741154,1.2799285082210126,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315023,486.00936773741154,1.2799285082210126,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315024,247.14685436201324,1.44640644332382,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315024,247.14685436201324,1.44640644332382,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315024,247.14685436201324,1.44640644332382,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315024,247.14685436201324,1.44640644332382,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315024,247.14685436201324,1.44640644332382,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315025,292.05429423436107,2.398851048854974,445.27923823147125,0,0,0,0,22,15,4,25,100,30
RANDOM,315025,166.2164062265591,2.2467519208565894,142.63076776581718,18,2,0,0,22,15,4,25,100,30
HIGHEST_SNR,315025,322.6726716834925,2.162503560479691,336.4505151476318,18,2,0,0,22,15,4,25,100,30
SHORTEST_PULSE,315025,322.6726716834925,2.162503560479691,336.4505151476318,18,2,0,0,22,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315025,152.8412071537377,2.2118761002820344,139.9878158021878,18,2,0,0,22,15,4,25,100,30
NO_PASSIVE,315026,749.3190334606618,2.470194500087118,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315026,749.3190334606618,2.470194500087118,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315026,749.3190334606618,2.470194500087118,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315026,749.3190334606618,2.470194500087118,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315026,749.3190334606618,2.470194500087118,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315027,78.98006026289536,0.9907191141325162,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315027,78.98006026289536,0.9907191141325162,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315027,78.98006026289536,0.9907191141325162,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315027,78.98006026289536,0.9907191141325162,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315027,78.98006026289536,0.9907191141325162,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315028,636.2887466169516,0.6124906697870411,445.27923823147125,0,0,0,0,0,15,4,25,100,30
RANDOM,315028,636.2887466169516,0.6124906697870411,445.27923823147125,0,0,0,0,0,15,4,25,100,30
HIGHEST_SNR,315028,636.2887466169516,0.6124906697870411,445.27923823147125,0,0,0,0,0,15,4,25,100,30
SHORTEST_PULSE,315028,636.2887466169516,0.6124906697870411,445.27923823147125,0,0,0,0,0,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315028,636.2887466169516,0.6124906697870411,445.27923823147125,0,0,0,0,0,15,4,25,100,30
NO_PASSIVE,315029,695.680462022481,2.55948253698982,445.27923823147125,0,0,0,0,5,15,4,25,100,30
RANDOM,315029,652.9837125223357,0.46247363826457816,312.9744694014279,5,0,0,0,5,15,4,25,100,30
HIGHEST_SNR,315029,652.9837125223357,0.46247363826457816,312.9744694014279,5,0,0,0,5,15,4,25,100,30
SHORTEST_PULSE,315029,652.9837125223357,0.46247363826457816,312.9744694014279,5,0,0,0,5,15,4,25,100,30
METROLOGY_CONDITIONED_EIG,315029,652.9837125223357,0.46247363826457816,312.9744694014279,5,0,0,0,5,15,4,25,100,30
NO_PASSIVE,316000,484.0723010460213,0.9119589153161614,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316000,484.0723010460213,0.9119589153161614,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316000,484.0723010460213,0.9119589153161614,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316000,484.0723010460213,0.9119589153161614,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316000,484.0723010460213,0.9119589153161614,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316001,456.5363613023719,2.3285033798481214,445.27923823147125,0,0,0,0,4,16,4,25,100,100
RANDOM,316001,75.30532348151654,2.0624429367890804,106.9335280144842,4,0,0,0,4,16,4,25,100,100
HIGHEST_SNR,316001,75.30532348151654,2.0624429367890804,106.9335280144842,4,0,0,0,4,16,4,25,100,100
SHORTEST_PULSE,316001,75.30532348151654,2.0624429367890804,106.9335280144842,4,0,0,0,4,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316001,75.30532348151654,2.0624429367890804,106.9335280144842,4,0,0,0,4,16,4,25,100,100
NO_PASSIVE,316002,360.17066606480745,3.111952530087679,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316002,360.17066606480745,3.111952530087679,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316002,360.17066606480745,3.111952530087679,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316002,360.17066606480745,3.111952530087679,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316002,360.17066606480745,3.111952530087679,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316003,265.02520617347386,1.834644330676462,445.27923823147125,0,0,0,0,2,16,4,25,100,100
RANDOM,316003,251.53966104807355,1.383106350048464,323.9942767123866,2,0,0,0,2,16,4,25,100,100
HIGHEST_SNR,316003,251.53966104807355,1.383106350048464,323.9942767123866,2,0,0,0,2,16,4,25,100,100
SHORTEST_PULSE,316003,251.53966104807355,1.383106350048464,323.9942767123866,2,0,0,0,2,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316003,251.53966104807355,1.383106350048464,323.9942767123866,2,0,0,0,2,16,4,25,100,100
NO_PASSIVE,316004,329.6214264435853,0.8516191832229074,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316004,329.6214264435853,0.8516191832229074,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316004,329.6214264435853,0.8516191832229074,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316004,329.6214264435853,0.8516191832229074,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316004,329.6214264435853,0.8516191832229074,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316005,273.380656146465,1.2627809749855972,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316005,273.380656146465,1.2627809749855972,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316005,273.380656146465,1.2627809749855972,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316005,273.380656146465,1.2627809749855972,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316005,273.380656146465,1.2627809749855972,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316006,85.94569444348227,1.6984695136651486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316006,85.94569444348227,1.6984695136651486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316006,85.94569444348227,1.6984695136651486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316006,85.94569444348227,1.6984695136651486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316006,85.94569444348227,1.6984695136651486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316007,330.6661348513313,2.646508902882963,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316007,330.6661348513313,2.646508902882963,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316007,330.6661348513313,2.646508902882963,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316007,330.6661348513313,2.646508902882963,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316007,330.6661348513313,2.646508902882963,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316008,496.5304316958935,0.5679929899258075,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316008,496.5304316958935,0.5679929899258075,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316008,496.5304316958935,0.5679929899258075,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316008,496.5304316958935,0.5679929899258075,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316008,496.5304316958935,0.5679929899258075,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316009,120.13632439030793,0.28584106555801486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316009,120.13632439030793,0.28584106555801486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316009,120.13632439030793,0.28584106555801486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316009,120.13632439030793,0.28584106555801486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316009,120.13632439030793,0.28584106555801486,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316010,458.1984751618384,2.9300087909649926,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316010,458.1984751618384,2.9300087909649926,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316010,458.1984751618384,2.9300087909649926,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316010,458.1984751618384,2.9300087909649926,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316010,458.1984751618384,2.9300087909649926,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316011,763.5191125684782,2.559570154378018,445.27923823147125,0,0,0,0,1,16,4,25,100,100
RANDOM,316011,187.26526467219307,2.2079400407718044,324.52764872556287,1,0,0,0,1,16,4,25,100,100
HIGHEST_SNR,316011,187.26526467219307,2.2079400407718044,324.52764872556287,1,0,0,0,1,16,4,25,100,100
SHORTEST_PULSE,316011,187.26526467219307,2.2079400407718044,324.52764872556287,1,0,0,0,1,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316011,187.26526467219307,2.2079400407718044,324.52764872556287,1,0,0,0,1,16,4,25,100,100
NO_PASSIVE,316012,530.443350484464,1.429825564877108,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316012,530.443350484464,1.429825564877108,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316012,530.443350484464,1.429825564877108,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316012,530.443350484464,1.429825564877108,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316012,530.443350484464,1.429825564877108,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316013,172.41255259198175,1.3101754133318986,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316013,172.41255259198175,1.3101754133318986,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316013,172.41255259198175,1.3101754133318986,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316013,172.41255259198175,1.3101754133318986,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316013,172.41255259198175,1.3101754133318986,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316014,289.4849800875227,1.366731984493332,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316014,289.4849800875227,1.366731984493332,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316014,289.4849800875227,1.366731984493332,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316014,289.4849800875227,1.366731984493332,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316014,289.4849800875227,1.366731984493332,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316015,340.1129739963708,0.2811365829272826,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316015,340.1129739963708,0.2811365829272826,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316015,340.1129739963708,0.2811365829272826,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316015,340.1129739963708,0.2811365829272826,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316015,340.1129739963708,0.2811365829272826,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316016,185.00618703313677,2.923876108409067,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316016,185.00618703313677,2.923876108409067,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316016,185.00618703313677,2.923876108409067,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316016,185.00618703313677,2.923876108409067,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316016,185.00618703313677,2.923876108409067,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316017,485.37555667330145,1.51670451295519,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316017,485.37555667330145,1.51670451295519,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316017,485.37555667330145,1.51670451295519,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316017,485.37555667330145,1.51670451295519,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316017,485.37555667330145,1.51670451295519,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316018,190.3171857481117,1.2618447995496955,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316018,190.3171857481117,1.2618447995496955,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316018,190.3171857481117,1.2618447995496955,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316018,190.3171857481117,1.2618447995496955,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316018,190.3171857481117,1.2618447995496955,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316019,213.97641011887316,1.4866771039582782,445.27923823147125,0,0,0,0,24,16,4,25,100,100
RANDOM,316019,354.9241761116593,1.5046243089694893,286.356820291056,24,0,0,0,24,16,4,25,100,100
HIGHEST_SNR,316019,354.9241761116593,1.5046243089694893,286.356820291056,24,0,0,0,24,16,4,25,100,100
SHORTEST_PULSE,316019,354.9241761116593,1.5046243089694893,286.356820291056,24,0,0,0,24,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316019,354.9241761116593,1.5046243089694893,286.356820291056,24,0,0,0,24,16,4,25,100,100
NO_PASSIVE,316020,252.94471708073027,0.9482635875681502,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316020,252.94471708073027,0.9482635875681502,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316020,252.94471708073027,0.9482635875681502,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316020,252.94471708073027,0.9482635875681502,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316020,252.94471708073027,0.9482635875681502,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316021,307.28807872988875,1.2727398066535802,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316021,307.28807872988875,1.2727398066535802,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316021,307.28807872988875,1.2727398066535802,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316021,307.28807872988875,1.2727398066535802,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316021,307.28807872988875,1.2727398066535802,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316022,204.27093025082303,2.5894925146917807,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316022,204.27093025082303,2.5894925146917807,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316022,204.27093025082303,2.5894925146917807,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316022,204.27093025082303,2.5894925146917807,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316022,204.27093025082303,2.5894925146917807,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316023,200.34697180841323,1.459705146201976,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316023,200.34697180841323,1.459705146201976,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316023,200.34697180841323,1.459705146201976,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316023,200.34697180841323,1.459705146201976,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316023,200.34697180841323,1.459705146201976,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316024,901.0713643122158,3.3054783434163775,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316024,901.0713643122158,3.3054783434163775,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316024,901.0713643122158,3.3054783434163775,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316024,901.0713643122158,3.3054783434163775,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316024,901.0713643122158,3.3054783434163775,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316025,160.92759837399558,1.92735231634884,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316025,160.92759837399558,1.92735231634884,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316025,160.92759837399558,1.92735231634884,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316025,160.92759837399558,1.92735231634884,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316025,160.92759837399558,1.92735231634884,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316026,100.9226890480937,1.6402486774236267,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316026,100.9226890480937,1.6402486774236267,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316026,100.9226890480937,1.6402486774236267,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316026,100.9226890480937,1.6402486774236267,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316026,100.9226890480937,1.6402486774236267,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316027,549.8576422900511,0.6490191921166387,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316027,549.8576422900511,0.6490191921166387,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316027,549.8576422900511,0.6490191921166387,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316027,549.8576422900511,0.6490191921166387,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316027,549.8576422900511,0.6490191921166387,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316028,771.111414282068,1.489796680005254,445.27923823147125,0,0,0,0,0,16,4,25,100,100
RANDOM,316028,771.111414282068,1.489796680005254,445.27923823147125,0,0,0,0,0,16,4,25,100,100
HIGHEST_SNR,316028,771.111414282068,1.489796680005254,445.27923823147125,0,0,0,0,0,16,4,25,100,100
SHORTEST_PULSE,316028,771.111414282068,1.489796680005254,445.27923823147125,0,0,0,0,0,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316028,771.111414282068,1.489796680005254,445.27923823147125,0,0,0,0,0,16,4,25,100,100
NO_PASSIVE,316029,658.2227415498166,1.0623783133360336,445.27923823147125,0,0,0,0,1,16,4,25,100,100
RANDOM,316029,603.0130830354303,0.9156767535858629,328.84998569623656,1,0,0,0,1,16,4,25,100,100
HIGHEST_SNR,316029,603.0130830354303,0.9156767535858629,328.84998569623656,1,0,0,0,1,16,4,25,100,100
SHORTEST_PULSE,316029,603.0130830354303,0.9156767535858629,328.84998569623656,1,0,0,0,1,16,4,25,100,100
METROLOGY_CONDITIONED_EIG,316029,603.0130830354303,0.9156767535858629,328.84998569623656,1,0,0,0,1,16,4,25,100,100
NO_PASSIVE,317000,210.633027944441,0.421185817507849,445.27923823147125,0,0,0,0,26,17,4,25,1000,30
RANDOM,317000,35.47602557017962,0.6877802498720992,79.16948041968882,26,0,0,0,26,17,4,25,1000,30
HIGHEST_SNR,317000,35.47602557017962,0.6877802498720992,79.16948041968882,26,0,0,0,26,17,4,25,1000,30
SHORTEST_PULSE,317000,35.47602557017962,0.6877802498720992,79.16948041968882,26,0,0,0,26,17,4,25,1000,30
METROLOGY_CONDITIONED_EIG,317000,35.47602557017962,0.6877802498720992,79.16948041968882,26,0,0,0,26,17,4,25,1000,30
NO_PASSIVE,317001,324.99583327168347,1.7781667860011041,445.27923823147125,0,0,0,0,9,17,4,25,1000,30
RANDOM,317001,45.86144735977458,0.06407951325569484,81.43256768505726,9,0,0,0,9,17,4,25,1000,30
HIGHEST_SNR,317001,45.86144735977458,0.06407951325569484,81.43256768505726,9,0,0,0,9,17,4,25,1000,30
SHORTEST_PULSE,317001,45.86144735977458,0.06407951325569484,81.43256768505726,9,0,0,0,9,17,4,25,1000,30
METROLOGY_CONDITIONED_EIG,317001,45.86144735977458,0.06407951325569484,81.43256768505726,9,0,0,0,9,17,4,25,1000,30
