policy,seed,position_error_final_m,velocity_error_final_mps,position_sigma_final_m,used_measurements,rejected_measurements,assoc_bad_accepted,outlier_accepted,eligible_measurements,scenario_id,n_donors,clutter_db,rcs,donor_sigma,maneuver_deg,assoc_error_prob,outlier_prob
HIGHEST_SNR,506023,24.020310362947868,0.4283737917469245,31.2745465853027,47,13,0,0,120,6,12,10,100,30,0,0.05,0.15
SHORTEST_PULSE,506023,18.989343199205685,0.4992490592136666,18.27693160056397,48,12,0,0,120,6,12,10,100,30,0,0.05,0.15
METROLOGY_CONDITIONED_EIG,506023,25.247406014090426,0.5818511736078528,18.440535647962506,46,14,0,0,120,6,12,10,100,30,0,0.05,0.15
NO_PASSIVE,506024,296.20638216723665,3.2523061609714183,445.27923823147125,0,0,0,0,106,6,12,10,100,30,0,0.05,0.15
RANDOM,506024,30.541213614114458,0.8940016256941148,31.755904266413317,42,10,0,0,106,6,12,10,100,30,0,0.05,0.15
HIGHEST_SNR,506024,15.98492981912421,0.5086437909537002,32.318676600229104,42,10,0,0,106,6,12,10,100,30,0,0.05,0.15
SHORTEST_PULSE,506024,18.442697305577987,0.542520899091246,29.580239073900543,46,6,0,0,106,6,12,10,100,30,0,0.05,0.15
METROLOGY_CONDITIONED_EIG,506024,11.384502702483042,0.10068060441367899,30.933112152127926,41,11,0,0,106,6,12,10,100,30,0,0.05,0.15
NO_PASSIVE,506025,608.4328918248929,1.9190654342717908,445.27923823147125,0,0,0,0,104,6,12,10,100,30,0,0.05,0.15
RANDOM,506025,4.101233929550427,0.14554106863770327,23.99321309008571,46,13,0,0,104,6,12,10,100,30,0,0.05,0.15
HIGHEST_SNR,506025,19.32833292411229,0.6629977598627895,24.89221198436375,46,13,0,0,104,6,12,10,100,30,0,0.05,0.15
SHORTEST_PULSE,506025,12.392343394520891,0.5540006113712087,24.03239288885056,45,14,0,0,104,6,12,10,100,30,0,0.05,0.15
METROLOGY_CONDITIONED_EIG,506025,22.674972047967398,0.7289586539757062,23.22168862133899,44,15,0,0,104,6,12,10,100,30,0,0.05,0.15
NO_PASSIVE,506026,488.4484466841953,2.453283905779229,445.27923823147125,0,0,0,0,69,6,12,10,100,30,0,0.05,0.15
RANDOM,506026,120.71871492687482,5.529048860973565,35.76717012323052,18,26,0,2,69,6,12,10,100,30,0,0.05,0.15
HIGHEST_SNR,506026,423.64075053525704,1.7668273984224532,108.30220837213463,18,26,0,1,69,6,12,10,100,30,0,0.05,0.15
SHORTEST_PULSE,506026,427.72503268453545,1.8278790159073064,110.29668185881744,13,31,0,1,69,6,12,10,100,30,0,0.05,0.15
METROLOGY_CONDITIONED_EIG,506026,422.29163888203243,1.7989796808575929,110.41899375820053,12,32,0,1,69,6,12,10,100,30,0,0.05,0.15
NO_PASSIVE,506027,295.3584055857297,1.9704004281003022,445.27923823147125,0,0,0,0,68,6,12,10,100,30,0,0.05,0.15
RANDOM,506027,569.6108814521762,3.190505780482219,80.59347185516486,11,31,0,2,68,6,12,10,100,30,0,0.05,0.15
HIGHEST_SNR,506027,55.188927282306686,0.6028435618615529,36.41846592950495,28,14,1,1,68,6,12,10,100,30,0,0.05,0.15
SHORTEST_PULSE,506027,44.997687041848636,0.27914527409936846,32.79343652703983,34,8,0,0,68,6,12,10,100,30,0,0.05,0.15
METROLOGY_CONDITIONED_EIG,506027,43.40011778697448,0.27407551396958446,31.5050174269581,35,7,0,0,68,6,12,10,100,30,0,0.05,0.15
NO_PASSIVE,506028,279.09881445122534,2.2498752668678796,445.27923823147125,0,0,0,0,43,6,12,10,100,30,0,0.05,0.15
RANDOM,506028,28.09374466767497,0.9507315988841228,27.120125071601834,25,8,0,0,43,6,12,10,100,30,0,0.05,0.15
HIGHEST_SNR,506028,17.93278088155171,0.7367799813269679,44.97666230999961,25,8,0,0,43,6,12,10,100,30,0,0.05,0.15
SHORTEST_PULSE,506028,28.301536620008555,0.6970599846293266,27.063107824089325,25,8,0,0,43,6,12,10,100,30,0,0.05,0.15
METROLOGY_CONDITIONED_EIG,506028,29.64638916080149,0.8350734684008023,27.11178332013114,25,8,0,0,43,6,12,10,100,30,0,0.05,0.15
NO_PASSIVE,506029,568.8301934846381,2.3757244532658754,445.27923823147125,0,0,0,0,55,6,12,10,100,30,0,0.05,0.15
RANDOM,506029,432.17155748346,0.968661473793499,56.218914448473335,9,33,0,4,55,6,12,10,100,30,0,0.05,0.15
HIGHEST_SNR,506029,24.097231562672686,0.991005943155915,25.09088782258277,28,14,0,2,55,6,12,10,100,30,0,0.05,0.15
SHORTEST_PULSE,506029,21.678655913865974,0.3997180525877742,23.808621673200314,32,10,0,0,55,6,12,10,100,30,0,0.05,0.15
METROLOGY_CONDITIONED_EIG,506029,28.346005552202723,0.9210981031720612,24.640072319132198,27,15,0,1,55,6,12,10,100,30,0,0.05,0.15
NO_PASSIVE,507000,492.0640000554023,1.4676703170324747,445.27923823147125,0,0,0,0,75,7,12,10,100,30,0,0.15,0.0
RANDOM,507000,74.38315689497472,0.4346327694248248,46.935236653564736,38,8,0,0,75,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507000,30.961561778070926,0.9631111834911755,48.780998691211664,37,9,0,0,75,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507000,46.902021656538246,1.0113164090715963,45.51719048715252,36,10,0,0,75,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507000,67.0062917963419,0.8819837790337797,42.445664295638224,36,10,0,0,75,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507001,293.756093147058,1.0305341311684515,445.27923823147125,0,0,0,0,61,7,12,10,100,30,0,0.15,0.0
RANDOM,507001,36.112756638540944,0.8184364010503513,33.41420875899582,35,11,0,0,61,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507001,24.915461825254408,0.48443451687344136,36.88148856123276,34,12,0,0,61,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507001,13.6013170833853,0.5336243696907359,32.35815960078369,33,13,0,0,61,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507001,27.989190307339,0.6027877476432727,32.267427045457325,33,13,0,0,61,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507002,382.6615974683226,1.512772717175096,445.27923823147125,0,0,0,0,81,7,12,10,100,30,0,0.15,0.0
RANDOM,507002,44.089503441665116,1.122736423516029,24.180280203788374,43,11,0,0,81,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507002,60.44894443963306,1.5419195242831696,25.351265271255745,45,9,0,0,81,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507002,55.12182986489335,1.2781509635448667,25.037119044313464,43,11,0,0,81,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507002,19.168648949392505,0.8160088714990065,20.810545629411482,44,10,0,0,81,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507003,895.3722326659703,1.6099187658006457,445.27923823147125,0,0,0,0,46,7,12,10,100,30,0,0.15,0.0
RANDOM,507003,13.575486944287967,0.9452062497999353,38.462728913376026,25,9,0,0,46,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507003,64.54983583724663,2.013353425394031,44.340650802640525,29,5,0,0,46,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507003,13.628881906260268,0.9145845051898468,43.00483841238709,28,6,0,0,46,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507003,9.339071373528988,0.7415738959909275,38.48082442462143,28,6,0,0,46,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507004,418.10132351023367,0.29153843717276007,445.27923823147125,0,0,0,0,58,7,12,10,100,30,0,0.15,0.0
RANDOM,507004,29.80339543407447,0.25060306095546603,48.21074592567596,29,5,0,0,58,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507004,34.18596530248487,0.14192255644203247,49.27525730767134,30,4,0,0,58,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507004,8.964539539817322,0.6532114103003981,39.5597291304793,31,3,0,0,58,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507004,5.350151437713464,0.6627002808917907,39.49194695235629,31,3,0,0,58,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507005,198.83004077359055,2.3279433488918113,445.27923823147125,0,0,0,0,105,7,12,10,100,30,0,0.15,0.0
RANDOM,507005,8.636532229521928,0.6030651950695997,30.430833917781243,51,9,0,0,105,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507005,41.674712883004254,1.7845044207777727,33.059761011877235,51,9,0,0,105,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507005,26.03814391787607,1.048512762726575,27.77752881256952,51,9,0,0,105,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507005,29.18210553160358,0.8090076563781686,26.976801342749948,53,7,0,0,105,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507006,232.3778572097187,0.9626914508462551,445.27923823147125,0,0,0,0,20,7,12,10,100,30,0,0.15,0.0
RANDOM,507006,34.83019398965558,1.5197229830167416,40.22001314651016,17,2,0,0,20,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507006,38.28128203688562,1.7803077705781944,40.26207053860262,16,3,0,0,20,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507006,34.83019398965558,1.5197229830167416,40.22001314651016,17,2,0,0,20,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507006,34.83019398965558,1.5197229830167416,40.22001314651016,17,2,0,0,20,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507007,412.9841276128257,0.2800869131748813,445.27923823147125,0,0,0,0,19,7,12,10,100,30,0,0.15,0.0
RANDOM,507007,18.816262985308917,1.1670824455039832,87.0551594572613,13,3,0,0,19,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507007,7.5954728490489005,0.5267910368876747,87.06326770386909,13,3,0,0,19,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507007,19.55056102360368,0.4059437845351963,54.90118229857386,12,4,0,0,19,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507007,19.55056102360368,0.4059437845351963,54.90118229857386,12,4,0,0,19,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507008,132.1569441441736,2.937534358383557,445.27923823147125,0,0,0,0,23,7,12,10,100,30,0,0.15,0.0
RANDOM,507008,106.76523799734454,2.9521189555907292,59.33561298786315,19,2,0,0,23,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507008,107.29105991212037,2.9451473786345126,59.43709758303147,19,2,0,0,23,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507008,113.65937046222682,3.110031328134604,60.23990776474163,19,2,0,0,23,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507008,106.76523799734454,2.9521189555907292,59.33561298786315,19,2,0,0,23,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507009,296.25223174875526,1.8058316797740317,445.27923823147125,0,0,0,0,137,7,12,10,100,30,0,0.15,0.0
RANDOM,507009,21.792807825974705,1.0839123834587914,21.931021717228926,36,13,1,0,137,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507009,13.44807162697254,0.30653019571725243,29.328961122610785,37,12,0,0,137,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507009,24.70328625279721,0.8226981589979061,18.981740793666244,35,14,1,0,137,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507009,28.892251558643093,0.8688399743788958,18.839791492630642,40,9,0,0,137,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507010,309.9529838326257,2.804855547972761,445.27923823147125,0,0,0,0,159,7,12,10,100,30,0,0.15,0.0
RANDOM,507010,20.834652163778042,1.5796041534197305,42.47002004321567,56,3,3,0,159,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507010,29.627497572547448,2.604518321023155,51.1805511311304,55,4,2,0,159,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507010,49.433231169035246,2.6888422072076783,44.17509293851619,50,9,1,0,159,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507010,28.439556554639765,1.6186102804304128,38.01550594265913,51,8,1,0,159,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507011,441.68975290188035,1.9251118022845788,445.27923823147125,0,0,0,0,73,7,12,10,100,30,0,0.15,0.0
RANDOM,507011,4.303446523926948,0.4120167332869423,42.189415749839576,34,4,0,0,73,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507011,21.872699036858354,0.5635540989628943,38.50838348232424,33,5,0,0,73,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507011,20.80971129835531,0.04422929836951696,34.99116211795584,35,3,0,0,73,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507011,51.86583603117612,1.3659667758313914,35.04312490859677,31,7,0,0,73,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507012,381.1458994395529,0.6518995106315387,445.27923823147125,0,0,0,0,50,7,12,10,100,30,0,0.15,0.0
RANDOM,507012,6.21533112806842,0.08066217002178877,29.02628781728723,35,9,0,0,50,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507012,6.280003368695173,0.2013492772240369,31.463382940636862,34,10,0,0,50,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507012,5.9819312538947855,0.02776183486773004,29.678092036314567,34,10,0,0,50,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507012,6.1750942058170475,0.021733261867940102,29.69042575617433,33,11,0,0,50,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507013,438.0422859131616,1.6671848762569164,445.27923823147125,0,0,0,0,96,7,12,10,100,30,0,0.15,0.0
RANDOM,507013,17.724632277844748,0.513632249333687,22.4478013564302,47,6,0,0,96,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507013,32.49290744357276,0.9311210797385192,22.55917875581845,44,9,0,0,96,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507013,13.174434119973911,0.5728039273630309,25.89414861725143,44,9,0,0,96,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507013,13.518603609052642,0.2759233941712184,19.69876548152237,46,7,0,0,96,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507014,434.7879294448418,1.3910038379876553,445.27923823147125,0,0,0,0,68,7,12,10,100,30,0,0.15,0.0
RANDOM,507014,16.735536278004158,1.0687243188814384,40.44424110521979,36,6,0,0,68,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507014,16.70895635677015,1.5073946738008512,45.706699460034926,35,7,0,0,68,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507014,54.473252268273704,1.806540012105259,41.494533480584515,33,9,0,0,68,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507014,49.046055717160385,1.6033452568576625,40.58028871034391,32,10,0,0,68,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507015,657.5696163786055,3.070709990327685,445.27923823147125,0,0,0,0,94,7,12,10,100,30,0,0.15,0.0
RANDOM,507015,1295.071413723342,2.9520720635050752,98.09869289247507,10,46,1,0,94,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507015,18.45843193226769,0.302293605415592,18.07987847575373,47,9,0,0,94,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507015,11.388914714186976,0.09549429274307432,17.73658290679088,48,8,0,0,94,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507015,19.26385258214811,0.2746953211846619,17.46446338761759,49,7,0,0,94,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507016,202.2693072045833,1.9028841083848604,445.27923823147125,0,0,0,0,82,7,12,10,100,30,0,0.15,0.0
RANDOM,507016,5.740926341274449,0.6010208034997176,24.741987721897473,41,8,0,0,82,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507016,14.102603280196341,0.513240477845402,22.940074224751775,38,11,0,0,82,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507016,12.094008451615212,0.7647818929960625,23.528321612631697,39,10,0,0,82,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507016,15.597884557153327,0.744678156317042,21.60080372232303,38,11,0,0,82,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507017,347.82298575539477,1.9654657181159556,445.27923823147125,0,0,0,0,70,7,12,10,100,30,0,0.15,0.0
RANDOM,507017,43.00574196601164,0.42101257893811334,80.73221054022711,31,7,0,0,70,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507017,96.16432978617578,1.3449586194918501,100.4734598041972,34,4,0,0,70,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507017,68.69721635376145,0.8259813344200078,61.00661182713671,32,6,0,0,70,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507017,28.79374297977448,0.9204264491648947,49.44302485906307,31,7,0,0,70,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507018,117.32073832325614,2.0517179153692764,445.27923823147125,0,0,0,0,116,7,12,10,100,30,0,0.15,0.0
RANDOM,507018,24.439478402588968,0.4083397559687391,21.207168408408737,51,6,1,0,116,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507018,37.25410069846375,2.32235080741207,25.77931287785149,53,4,0,0,116,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507018,12.186691876873857,0.5034328342578863,22.630020417663847,50,7,1,0,116,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507018,2.0794750254295957,0.08706251915590348,16.13064068440836,51,6,0,0,116,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507019,359.91571553621543,1.6589264671235902,445.27923823147125,0,0,0,0,53,7,12,10,100,30,0,0.15,0.0
RANDOM,507019,7.127321899249481,0.5234094253782017,45.17600391673705,32,3,0,0,53,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507019,34.40952434519682,0.3970215255473853,45.283030749887516,32,3,0,0,53,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507019,29.0977847374873,0.6081351084172889,41.418083046287556,32,3,0,0,53,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507019,18.428007881748126,0.3877830599128453,41.000324647879765,33,2,1,0,53,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507020,474.68463628855903,1.9766471184165126,445.27923823147125,0,0,0,0,56,7,12,10,100,30,0,0.15,0.0
RANDOM,507020,10.627562598238331,0.7456829445797101,71.99897245945289,45,3,0,0,56,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507020,37.39205983601768,0.810867129458139,72.84431618995303,45,3,0,0,56,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507020,12.771339263495541,0.9314650720746864,72.27035336068835,45,3,0,0,56,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507020,32.08288483125813,0.6405202565161088,71.79891685334394,44,4,0,0,56,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507021,404.469030063995,1.0507707937187594,445.27923823147125,0,0,0,0,69,7,12,10,100,30,0,0.15,0.0
RANDOM,507021,47.283749561347975,1.256524062543499,37.12792835990087,25,4,0,0,69,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507021,29.80344591142177,0.5239415926424182,69.35460420168778,23,6,0,0,69,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507021,37.19589462931172,1.1058494721555743,30.143834132315284,25,4,0,0,69,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507021,42.961506668893406,1.2780925062858652,29.965991419642958,27,2,0,0,69,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507022,353.47214309711427,1.2005617260607795,445.27923823147125,0,0,0,0,58,7,12,10,100,30,0,0.15,0.0
RANDOM,507022,10.599428622865485,1.2248310823816537,28.306645044339703,42,10,0,0,58,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507022,10.383787477175126,1.1801862449613363,31.11720849834845,41,11,0,0,58,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507022,11.933738019134651,1.2158127415283109,29.255132440431172,41,11,0,0,58,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507022,11.933738019134651,1.2158127415283109,29.255132440431172,41,11,0,0,58,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507023,154.07579040851647,0.9299943021004852,445.27923823147125,0,0,0,0,44,7,12,10,100,30,0,0.15,0.0
RANDOM,507023,22.57568808904475,0.7855925658440168,34.90585486973041,30,3,0,0,44,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507023,11.102056966990107,0.48677313792704713,34.91689781865616,29,4,0,0,44,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507023,19.156883680556128,0.48144558449425534,34.57497399789042,30,3,0,0,44,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507023,13.83456976235642,0.8221390269431057,35.187522625847826,28,5,0,0,44,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507024,915.3918963223728,2.3777981409020823,445.27923823147125,0,0,0,0,146,7,12,10,100,30,0,0.15,0.0
RANDOM,507024,25.296426046771007,0.30035469609497667,23.2548158497259,43,14,0,0,146,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507024,28.813325496550455,0.5817408198124852,26.74602619003418,41,16,0,0,146,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507024,1080.367684414683,0.6236136937368698,293.02169138216124,23,34,0,0,146,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507024,28.27773422928695,0.07932477692285106,20.943577632605173,37,20,0,0,146,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507025,365.6903925646038,2.003912275577722,445.27923823147125,0,0,0,0,98,7,12,10,100,30,0,0.15,0.0
RANDOM,507025,32.51506434377402,1.3452125900546568,33.209290903912205,38,9,0,0,98,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507025,51.69526931131849,1.6315085012191615,30.247724999282813,41,6,0,0,98,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507025,32.46169410356203,1.1782927849617193,26.10206164804428,39,8,0,0,98,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507025,54.94382153767999,1.5771699112999789,25.771647496714742,38,9,0,0,98,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507026,378.79609276279984,1.7001401134174539,445.27923823147125,0,0,0,0,177,7,12,10,100,30,0,0.15,0.0
RANDOM,507026,22.847541684279832,0.5905723940038037,18.489902171618766,50,10,2,0,177,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507026,62.7256716502023,0.324309868644119,52.986993704443364,53,7,1,0,177,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507026,12.660311808896427,0.1882537166250767,17.5443437721956,44,16,2,0,177,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507026,14.709133582226443,0.15812938250865627,16.908507015547123,44,16,2,0,177,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507027,180.604565511141,3.7364229760128,445.27923823147125,0,0,0,0,65,7,12,10,100,30,0,0.15,0.0
RANDOM,507027,26.804678735632905,1.0179105348058988,32.04777547104901,38,7,0,0,65,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507027,36.85956476136953,1.2811260588159177,78.4310852403371,36,9,0,0,65,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507027,6.231433259406303,0.4109649386992871,20.544758167689764,39,6,0,0,65,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507027,7.577781122075825,0.42416578263124727,20.49850581769,39,6,0,0,65,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507028,201.94998490682153,1.1822483798256977,445.27923823147125,0,0,0,0,65,7,12,10,100,30,0,0.15,0.0
RANDOM,507028,18.29686451025066,0.34415654197822027,34.29420367538605,30,7,1,0,65,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507028,21.27398303834101,1.1713345150069072,54.00825955287974,32,5,1,0,65,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507028,32.59478116232126,0.6767978142325938,46.8382955309554,31,6,1,0,65,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507028,15.102605713033343,0.2748198103096187,25.70180640286887,30,7,1,0,65,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,507029,424.5289666570432,2.674563119848776,445.27923823147125,0,0,0,0,225,7,12,10,100,30,0,0.15,0.0
RANDOM,507029,29.06895396241608,0.7540867272640057,24.03619718228879,51,9,0,0,225,7,12,10,100,30,0,0.15,0.0
HIGHEST_SNR,507029,67.1795595474339,2.6562022626434487,61.01139321753778,52,8,0,0,225,7,12,10,100,30,0,0.15,0.0
SHORTEST_PULSE,507029,23.745262171628873,0.3406020211511888,15.23197956948753,52,8,0,0,225,7,12,10,100,30,0,0.15,0.0
METROLOGY_CONDITIONED_EIG,507029,18.507938513971265,0.5047781829992599,15.39471365064035,53,7,0,0,225,7,12,10,100,30,0,0.15,0.0
NO_PASSIVE,508000,319.8560042606476,2.2485808075711384,445.27923823147125,0,0,0,0,104,8,12,10,100,30,0,0.15,0.05
RANDOM,508000,39.44957629177996,0.9114111634506522,34.5750885095508,50,7,0,0,104,8,12,10,100,30,0,0.15,0.05
HIGHEST_SNR,508000,57.41201404635648,2.171256418487114,48.36180650046949,50,7,0,0,104,8,12,10,100,30,0,0.15,0.05
SHORTEST_PULSE,508000,25.149423956513477,0.8237284207595562,25.543024040747294,52,5,0,0,104,8,12,10,100,30,0,0.15,0.05
METROLOGY_CONDITIONED_EIG,508000,35.428685615303955,1.2942600300912395,25.796049031589543,51,6,0,0,104,8,12,10,100,30,0,0.15,0.05
NO_PASSIVE,508001,281.682129919306,2.7298727978426016,445.27923823147125,0,0,0,0,45,8,12,10,100,30,0,0.15,0.05
RANDOM,508001,16.12812845494689,0.31376916032525953,27.298141844744045,30,7,0,0,45,8,12,10,100,30,0,0.15,0.05
HIGHEST_SNR,508001,7.806169807016568,0.15374839985802927,30.008677176228275,29,8,0,0,45,8,12,10,100,30,0,0.15,0.05
SHORTEST_PULSE,508001,8.110975411944917,0.17716546441725747,25.680915537938795,29,8,0,0,45,8,12,10,100,30,0,0.15,0.05
METROLOGY_CONDITIONED_EIG,508001,8.691985358874994,0.03717089642670213,25.37349433741444,28,9,0,0,45,8,12,10,100,30,0,0.15,0.05
NO_PASSIVE,508002,145.8471112399851,2.7911046073058325,445.27923823147125,0,0,0,0,73,8,12,10,100,30,0,0.15,0.05
RANDOM,508002,10.41933528669722,0.7451084343180345,37.21628854612322,27,9,0,0,73,8,12,10,100,30,0,0.15,0.05
HIGHEST_SNR,508002,33.04013021230846,2.3703890344680727,66.36785746977327,29,7,0,2,73,8,12,10,100,30,0,0.15,0.05
SHORTEST_PULSE,508002,71.1227669499977,1.1305811252411446,38.60482482356975,28,8,0,0,73,8,12,10,100,30,0,0.15,0.05
METROLOGY_CONDITIONED_EIG,508002,64.35392422737085,2.1994245429745964,40.333074525258226,27,9,0,0,73,8,12,10,100,30,0,0.15,0.05
NO_PASSIVE,508003,77.89229112490077,3.1595804803882683,445.27923823147125,0,0,0,0,10,8,12,10,100,30,0,0.15,0.05
