policy,seed,position_error_final_m,velocity_error_final_mps,position_sigma_final_m,used_measurements,rejected_measurements,assoc_bad_accepted,outlier_accepted,eligible_measurements
NO_PASSIVE,260921,591.8011077271063,4.867373051608675,445.27923823147125,0,0,0,0,109
RANDOM,260921,1.198634201742506,0.5074666140165197,23.218507282316022,55,0,0,0,109
HIGHEST_SNR,260921,18.245914808111916,0.3098289812613748,25.085820435420214,55,0,0,0,109
SHORTEST_PULSE,260921,15.096900953481265,0.23639156670194228,20.37650941607581,55,0,0,0,109
METROLOGY_CONDITIONED_EIG,260921,13.113873441344618,0.24843710519867065,20.117735713455424,54,1,0,0,109
NO_PASSIVE,260922,442.3758234820532,1.101569966160927,445.27923823147125,0,0,0,0,169
RANDOM,260922,15.12401309313566,0.5770795737967751,18.528362262883388,58,0,0,0,169
HIGHEST_SNR,260922,19.595251486225397,0.7958777859000713,18.48176769636352,58,0,0,0,169
SHORTEST_PULSE,260922,7.615146967126542,0.1859863475661954,19.527038747918624,58,0,0,0,169
METROLOGY_CONDITIONED_EIG,260922,14.75823134261844,0.4272957129674094,16.119027626873436,58,0,0,0,169
NO_PASSIVE,260923,279.3159820526012,2.7990238746872507,445.27923823147125,0,0,0,0,42
RANDOM,260923,22.696957775298827,0.8112130071656566,36.34836458880555,24,0,0,0,42
HIGHEST_SNR,260923,48.872904975506344,2.6579541668335245,52.58120520403197,23,1,0,0,42
SHORTEST_PULSE,260923,19.974222478273525,0.4530741342891965,25.998275240352758,24,0,0,0,42
METROLOGY_CONDITIONED_EIG,260923,13.984066520117484,0.4750075865167182,25.97772715680678,24,0,0,0,42
NO_PASSIVE,260924,343.7207470796644,0.8885710770101349,445.27923823147125,0,0,0,0,65
RANDOM,260924,33.239246396424534,0.967993923896537,31.136657953215632,43,3,0,0,65
HIGHEST_SNR,260924,41.79779358735006,0.8133153243395898,31.669290828779243,45,1,0,0,65
SHORTEST_PULSE,260924,46.481683055093235,0.5327826995434635,32.53727251218469,45,1,0,0,65
METROLOGY_CONDITIONED_EIG,260924,17.379304433004567,0.3048924916273618,27.286502593216657,46,0,0,0,65
NO_PASSIVE,260925,340.2284370288082,1.232356408405259,445.27923823147125,0,0,0,0,164
RANDOM,260925,17.490547084448014,0.2694165418754128,31.13970947281108,52,5,0,0,164
HIGHEST_SNR,260925,17.867376916024863,0.2055119054015495,34.30788500784062,57,0,0,0,164
SHORTEST_PULSE,260925,39.48473419328446,0.32220387667638917,31.727285721785563,56,1,0,0,164
METROLOGY_CONDITIONED_EIG,260925,29.847909540276646,0.9901156811654963,15.976382802312607,56,1,0,0,164
NO_PASSIVE,260926,41.03535380505504,0.3370080821191155,445.27923823147125,0,0,0,0,89
RANDOM,260926,80.0828792250936,1.5223953468097218,43.8488666108962,37,4,0,0,89
HIGHEST_SNR,260926,74.72718170844301,0.9585711331872172,46.002469800120664,38,3,0,0,89
SHORTEST_PULSE,260926,34.51419316204219,1.3476369859124835,26.071553429428263,40,1,0,0,89
METROLOGY_CONDITIONED_EIG,260926,26.48801683591523,1.2367994075737572,29.819486745027966,40,1,0,0,89
NO_PASSIVE,260927,276.73364168300037,2.5622879652513046,445.27923823147125,0,0,0,0,73
RANDOM,260927,23.306053879223203,0.6753838579266884,26.552410615483137,50,0,0,0,73
HIGHEST_SNR,260927,43.85476758130614,1.2319742012855877,39.682649683660586,50,0,0,0,73
SHORTEST_PULSE,260927,16.44889960973173,0.694310246363838,27.62592714519139,50,0,0,0,73
METROLOGY_CONDITIONED_EIG,260927,19.36030751347166,0.6947268868966961,24.995354975366027,50,0,0,0,73
NO_PASSIVE,260928,559.1652364410942,0.4051040673029711,445.27923823147125,0,0,0,0,82
RANDOM,260928,27.11687137299049,1.115758331102563,28.953608137209347,54,1,0,0,82
HIGHEST_SNR,260928,32.69894511241422,1.3182479392678599,30.512827570023244,55,0,0,0,82
SHORTEST_PULSE,260928,14.099101049932763,0.6894552431064289,26.53125059569828,54,1,0,0,82
METROLOGY_CONDITIONED_EIG,260928,20.251259537327446,0.4667993442098624,26.271119952795605,54,1,0,0,82
NO_PASSIVE,260929,277.292481052909,1.6490553773686842,445.27923823147125,0,0,0,0,95
RANDOM,260929,7.402685520361521,0.40039610223638533,25.589372818561635,49,1,0,0,95
HIGHEST_SNR,260929,17.967987386597642,0.5872166367396674,29.101625872665235,49,1,0,0,95
SHORTEST_PULSE,260929,11.710880732196724,0.38515290543381037,25.056409002144854,50,0,0,0,95
